Below are the first nkwall=min(nw,4*S+6)=18 solutions from BO, sorted by imag part, at 03-Jan-2025 15:07:38
kz[kn]           kx[kn]           k[kn]            theta[deg]       Re(omega1[wn])   Im(omega1[wn])   Re(omega2[wn])   Im(omega2[wn])   Re(omega3[wn])   Im(omega3[wn])   Re(omega4[wn])   Im(omega4[wn])   Re(omega5[wn])   Im(omega5[wn])   Re(omega6[wn])   Im(omega6[wn])   Re(omega7[wn])   Im(omega7[wn])   Re(omega8[wn])   Im(omega8[wn])   Re(omega9[wn])   Im(omega9[wn])   Re(omega10[wn])  Im(omega10[wn])  Re(omega11[wn])  Im(omega11[wn])  Re(omega12[wn])  Im(omega12[wn])  Re(omega13[wn])  Im(omega13[wn])  Re(omega14[wn])  Im(omega14[wn])  Re(omega15[wn])  Im(omega15[wn])  Re(omega16[wn])  Im(omega16[wn])  Re(omega17[wn])  Im(omega17[wn])  Re(omega18[wn])  Im(omega18[wn])  
6.980963e-02     3.999391e+00     4.000000e+00     8.900000e+01     3.903322e+00     6.168667e-03     -3.903323e+00    6.166757e-03     1.986029e+00     2.109748e-04     -1.986029e+00    2.108863e-04     -6.639224e-08    6.960684e-06     -1.623223e+02    1.725791e-09     1.194009e+02     5.340738e-11     2.117277e+02     1.915244e-11     -2.117277e+02    4.576555e-12     1.120169e-14     2.550691e-14     -2.732614e-14    8.404037e-15     1.879567e-14     2.767081e-15     2.582376e-16     6.568859e-16     -1.143892e-16    3.685376e-16     -8.399063e-16    -1.326451e-16    2.378163e-15     -5.665849e-16    -3.124295e-16    -9.716269e-16    4.460396e-15     -4.249415e-15    
7.155487e-02     4.099376e+00     4.100000e+00     8.900000e+01     3.899101e+00     7.426870e-03     -3.899103e+00    7.422935e-03     1.985474e+00     1.826925e-04     -1.985474e+00    1.826580e-04     1.974669e-07     7.243362e-06     -1.628881e+02    7.062050e-10     1.198597e+02     9.300125e-11     2.119034e+02     1.608092e-11     -2.241763e-14    1.184925e-14     -7.847985e-17    1.024559e-14     1.037516e-14     7.088358e-15     1.207234e-15     2.162554e-15     3.800902e-16     4.513194e-16     -1.513828e-15    -2.123323e-17    8.363763e-16     -3.623424e-16    -2.371803e-15    -2.044798e-15    -1.423297e-14    -6.325969e-15    -2.119034e+02    -7.122466e-11    
7.330011e-02     4.199360e+00     4.200000e+00     8.900000e+01     -3.895346e+00    9.402088e-03     3.895345e+00     9.401598e-03     1.984903e+00     1.483315e-04     -1.984903e+00    1.482490e-04     -3.643921e-07    6.933097e-06     -3.548118e+00    2.909000e-06     3.548117e+00     3.695248e-07     1.634657e+02     1.202057e-09     -1.203255e+02    6.635665e-11     -2.120845e+02    6.025550e-11     -9.714744e-15    1.229726e-14     2.160114e-16     3.421953e-15     3.535563e-14     2.898519e-15     1.765639e-14     2.343360e-15     6.069206e-16     2.651204e-16     -1.215757e-15    -5.998862e-18    6.261437e-16     -1.825856e-16    4.617687e-16     -8.154613e-15    
7.504535e-02     4.299345e+00     4.300000e+00     8.900000e+01     -3.892301e+00    1.255650e-02     3.892300e+00     1.255513e-02     -1.984318e+00    1.146335e-04     1.984318e+00     1.146183e-04     -5.503325e-08    1.106556e-05     3.610660e+00     7.714356e-07     1.207982e+02     6.912558e-11     2.122709e+02     4.040187e-11     -5.133801e-15    1.742388e-14     2.039227e-14     1.130757e-14     -6.504804e-15    7.204403e-15     1.409430e-14     4.208050e-15     3.897731e-16     5.574279e-16     -7.472964e-16    3.686154e-16     2.026541e-17     2.447171e-16     5.225408e-16     -9.192606e-16    -1.303601e-15    -5.653866e-15    -2.122709e+02    -1.545295e-11    
7.679059e-02     4.399330e+00     4.400000e+00     8.900000e+01     3.890576e+00     1.757670e-02     -3.890578e+00    1.757464e-02     -1.983720e+00    8.576324e-05     1.983721e+00     8.574712e-05     -8.763795e-08    8.082908e-06     3.670661e+00     1.529828e-06     -3.670656e+00    8.015183e-07     -1.646562e+02    9.458309e-10     1.212774e+02     2.652617e-10     2.124629e+02     1.048243e-10     -2.124629e+02    4.375638e-12     -1.503440e-14    5.668859e-15     -3.112833e-16    1.348539e-15     -8.575670e-16    6.097945e-16     4.019081e-16     1.586069e-16     -1.678983e-16    -3.889602e-16    -1.705149e-15    -4.862883e-16    -5.081936e-15    -1.977597e-15    
7.853583e-02     4.499315e+00     4.500000e+00     8.900000e+01     3.891880e+00     2.539471e-02     -3.891878e+00    2.539338e-02     -3.725110e+00    1.014462e-04     3.725110e+00     9.632784e-05     -1.983110e+00    6.417613e-05     1.983110e+00     6.413698e-05     -4.351781e-07    3.182632e-06     1.652687e+02     1.157272e-09     -2.126605e+02    6.955853e-12     2.065573e-14     1.915605e-14     1.395527e-14     7.854015e-15     7.966317e-15     5.876211e-15     -1.575737e-15    7.226939e-16     -6.291341e-17    5.604730e-16     5.972286e-16     2.548440e-18     1.086324e-16     -4.782628e-17    -1.195004e-14    -2.601690e-15    -1.475705e-17    -7.059927e-15    
8.028107e-02     4.599299e+00     4.600000e+00     8.900000e+01     -3.900477e+00    3.572605e-02     3.900470e+00     3.571942e-02     3.764207e+00     3.960547e-04     -3.764211e+00    3.885309e-04     1.982487e+00     4.990427e-05     -1.982487e+00    4.987089e-05     -4.958485e-07    5.596252e-06     1.658927e+02     7.544425e-11     2.128637e+02     1.100793e-11     -1.245696e-15    8.906449e-15     -1.504203e-15    3.638446e-15     2.909333e-16     1.661297e-15     -5.944961e-16    4.996543e-16     -5.406294e-16    -3.327912e-16    8.330993e-16     -8.984310e-16    -3.992201e-15    -2.298391e-15    -9.581051e-15    -5.980259e-15    -1.444350e-15    -1.179987e-14    
8.202631e-02     4.699284e+00     4.700000e+00     8.900000e+01     3.921360e+00     4.296886e-02     -3.921365e+00    4.296385e-02     -1.981851e+00    4.218195e-05     1.981851e+00     4.206733e-05     -6.291364e-07    2.673559e-06     1.665279e+02     1.678851e-09     1.227519e+02     3.680145e-11     -1.227519e+02    1.260915e-12     -4.875924e-15    4.822521e-15     -8.701016e-17    7.357068e-16     7.675026e-16     5.226063e-17     -1.943154e-15    -2.161343e-16    1.735478e-14     -4.494102e-16    -4.433734e-16    -9.082252e-16    7.527994e-15     -4.686823e-15    -1.362240e-15    -6.392437e-15    6.799077e-15     -8.725048e-14    -2.130728e+02    -1.999751e-11    
8.377155e-02     4.799269e+00     4.800000e+00     8.900000e+01     -3.956237e+00    4.093950e-02     3.956231e+00     4.092969e-02     -1.981202e+00    3.919151e-05     1.981202e+00     3.916081e-05     1.499698e-06     1.739103e-06     -1.671742e+02    1.876953e-09     -1.232549e+02    9.884200e-11     -2.132878e+02    8.128839e-11     -1.988248e-15    6.391464e-15     1.171134e-14     6.387302e-15     4.711410e-16     8.166397e-16     5.928761e-16     6.701569e-17     -5.649539e-16    -2.309675e-17    -2.865558e-16    -6.287893e-16    -2.023191e-15    -1.144733e-15    2.262966e-15     -1.362977e-15    2.007634e-13     -8.333974e-14    2.132878e+02     -3.027290e-11    
8.551679e-02     4.899254e+00     4.900000e+00     8.900000e+01     -4.005199e+00    3.951949e-02     4.005195e+00     3.951708e-02     1.980538e+00     3.932245e-05     -1.980538e+00    3.923666e-05     4.644895e-07     4.819764e-06     -1.678315e+02    1.713136e-09     -2.135087e+02    3.371453e-12     -4.814199e-16    3.970248e-15     2.096362e-17     1.542203e-16     1.710990e-16     -1.577951e-18    7.957634e-16     -8.218781e-17    -1.069106e-15    -2.594379e-16    3.355218e-16     -5.456232e-16    -2.861077e-14    -8.390985e-16    4.702395e-15     -5.523208e-15    1.930277e-14     -2.675666e-14    -1.237633e+02    -4.982098e-12    2.135087e+02     -4.257235e-11    
8.726203e-02     4.999238e+00     5.000000e+00     8.900000e+01     4.050623e+00     4.311344e-02     -4.050625e+00    4.310962e-02     1.979860e+00     4.079986e-05     -1.979860e+00    4.069207e-05     3.611924e-07     6.440488e-06     -1.684997e+02    3.944342e-10     2.137358e+02     6.163973e-11     9.253950e-15     2.720320e-15     8.384805e-16     1.331041e-15     -5.630745e-16    6.616603e-16     1.316999e-15     4.605887e-16     -1.936259e-16    -8.235220e-16    -6.115460e-16    -8.248676e-16    2.354227e-15     -2.846602e-15    1.270643e-14     -6.055463e-15    -1.236239e-14    -1.027658e-14    -2.137358e+02    -4.699588e-11    1.684997e+02     -8.111130e-11    
8.900727e-02     5.099223e+00     5.100000e+00     8.900000e+01     4.087535e+00     4.224931e-02     -4.087535e+00    4.224731e-02     -1.979168e+00    4.255717e-05     1.979168e+00     4.251933e-05     4.628266e-07     7.802098e-06     -1.691786e+02    1.944834e-09     1.247953e+02     7.716730e-11     -2.139691e+02    1.736997e-11     6.997091e-15     1.130064e-14     2.496068e-16     3.654582e-16     -9.628406e-16    3.007128e-16     -5.185255e-16    1.156520e-16     -2.703479e-16    -2.664070e-17    4.613003e-16     -6.232431e-16    3.016027e-15     -4.887946e-15    1.303226e-14     -9.159422e-15    5.804690e-15     -1.340037e-14    1.691786e+02     -5.984126e-11    
9.075251e-02     5.199208e+00     5.200000e+00     8.900000e+01     4.116358e+00     3.379050e-02     -4.116357e+00    3.378842e-02     -1.978461e+00    4.372552e-05     1.978461e+00     4.369568e-05     -1.034503e-06    9.201246e-07     -1.698681e+02    2.867011e-09     1.698681e+02     2.771438e-10     1.253185e+02     3.988810e-11     -3.774318e-13    8.087395e-14     5.523219e-15     6.067068e-15     -8.208599e-15    1.111150e-15     5.434385e-16     1.041965e-15     -3.555785e-16    4.394741e-16     1.789617e-15     -1.458736e-17    -5.062852e-16    -3.110038e-16    1.448433e-16     -3.344137e-16    -4.333467e-15    -1.657131e-15    2.142087e+02     -3.028695e-11    
9.249775e-02     5.299193e+00     5.300000e+00     8.900000e+01     4.135821e+00     2.070883e-02     -4.135819e+00    2.070764e-02     4.280978e+00     9.642986e-04     -4.280978e+00    9.623943e-04     -1.977741e+00    4.407989e-05     1.977741e+00     4.397825e-05     1.454187e-06     3.060253e-06     1.705681e+02     2.480596e-09     -1.705681e+02    5.762153e-10     -6.558927e-15    1.175550e-14     1.631641e-14     1.131122e-14     1.017785e-14     3.895284e-15     -3.691218e-15    1.134573e-15     -6.240614e-16    1.026018e-15     6.818141e-16     -1.577236e-16    -9.403287e-17    -4.371886e-16    2.130705e-15     -1.669212e-15    4.363423e-16     -7.014906e-14    
9.424299e-02     5.399178e+00     5.400000e+00     8.900000e+01     4.147395e+00     8.344103e-03     -4.147395e+00    8.342912e-03     4.325744e+00     2.303605e-04     -4.325748e+00    2.294981e-04     -1.977006e+00    4.333695e-05     1.977006e+00     4.332381e-05     -3.968718e-06    2.847560e-07     -1.712784e+02    1.198338e-09     1.263779e+02     1.081439e-10     2.147074e+02     9.781913e-11     1.263373e-14     2.553142e-14     -8.954192e-15    2.654171e-15     -9.005933e-16    1.185640e-15     4.551302e-16     3.613716e-16     8.513458e-15     -1.699691e-17    -5.968124e-16    -6.894930e-16    9.765761e-16     -7.300119e-16    -2.217462e-15    -1.837860e-15    
9.598824e-02     5.499162e+00     5.500000e+00     8.900000e+01     -1.976257e+00    4.192063e-05     1.976257e+00     4.191088e-05     -9.352061e-07    5.448222e-06     4.378459e+00     3.247972e-06     -4.378458e+00    2.289435e-06     1.719990e+02     3.798881e-10     -1.269136e+02    1.540410e-10     -2.149667e+02    7.537485e-11     4.049716e-14     1.313525e-14     -5.798783e-16    1.271310e-14     2.877030e-15     1.054946e-14     -1.273801e-14    3.945539e-15     8.555568e-16     4.122873e-16     -5.249038e-16    2.064626e-16     -8.171585e-16    -6.998224e-17    1.399916e-16     -1.015534e-15    1.094628e-14     -1.281167e-14    1.269136e+02     -2.562096e-11    
9.773348e-02     5.599147e+00     5.600000e+00     8.900000e+01     -1.975495e+00    3.997077e-05     1.975495e+00     3.996020e-05     4.433042e+00     6.483506e-07     2.461057e-06     3.455973e-07     1.727297e+02     1.863096e-09     -1.727297e+02    1.539304e-09     5.330502e-14     2.308718e-14     2.561411e-14     2.085321e-14     9.175708e-15     5.795581e-15     -1.307113e-15    1.262603e-15     1.008719e-16     1.116920e-15     2.823418e-15     7.745015e-16     -1.452155e-16    -2.668685e-16    -6.110894e-15    -1.613048e-15    3.546946e-15     -8.411094e-15    2.152327e+02     -7.749937e-12    -2.152327e+02    -2.316703e-11    -1.274530e+02    -9.197891e-11    
9.947872e-02     5.699132e+00     5.700000e+00     8.900000e+01     -1.974720e+00    3.770608e-05     1.974720e+00     3.770391e-05     -1.541709e-06    1.689911e-06     -4.487638e+00    9.473630e-09     -1.279958e+02    2.004966e-10     2.155057e+02     1.919184e-11     1.254795e-13     1.123279e-13     -8.810878e-15    5.378944e-15     7.172919e-15     3.113113e-15     -3.454719e-14    9.662198e-16     1.127871e-16     1.238874e-16     4.322118e-16     -1.847934e-16    -2.592052e-16    -2.144629e-16    5.030102e-15     -3.154703e-15    -4.920608e-15    -2.144643e-14    -2.155057e+02    -5.565889e-11    -1.734704e+02    -2.057093e-10    1.279958e+02     -3.589848e-10    
1.012240e-01     5.799117e+00     5.800000e+00     8.900000e+01     1.973931e+00     3.549037e-05     -1.973931e+00    3.547738e-05     -1.212978e-06    3.095786e-06     -4.541233e+00    1.568760e-06     1.285418e+02     3.750412e-10     -2.157856e+02    5.650642e-11     -1.893447e-14    8.292382e-14     2.374999e-15     8.877524e-15     1.465022e-14     5.272375e-15     2.469095e-15     5.149258e-15     2.248261e-16     1.084502e-15     -3.837540e-17    1.763040e-16     -3.832726e-15    -3.348365e-16    7.954113e-16     -8.524546e-16    1.227786e-15     -1.931037e-14    -1.285418e+02    -2.207190e-11    2.157856e+02     -5.558579e-11    1.742210e+02     -1.177405e-09    
1.029692e-01     5.899101e+00     5.900000e+00     8.900000e+01     4.841913e+00     4.571336e-03     -4.841913e+00    4.571231e-03     1.973130e+00     3.338190e-05     -1.973130e+00    3.335221e-05     -4.592876e+00    4.971324e-06     4.592876e+00     4.399539e-06     2.013061e-06     2.368621e-06     -1.070610e-14    8.949024e-15     9.072169e-15     4.215396e-15     -1.839771e-15    2.165000e-15     3.371013e-16     -2.327065e-16    -2.684533e-16    -5.024541e-16    -5.224525e-15    -1.812318e-15    3.978020e-15     -2.439928e-15    -1.428438e-14    -2.563774e-15    7.621001e-15     -4.598964e-15    -1.290907e+02    -7.815721e-12    1.290907e+02     -1.039386e-11    
1.047144e-01     5.999086e+00     6.000000e+00     8.900000e+01     4.841583e+00     1.196831e-02     -4.841585e+00    1.196764e-02     4.640965e+00     2.438079e-04     -4.640964e+00    2.402626e-04     -1.972316e+00    3.149715e-05     1.972316e+00     3.149202e-05     3.056172e-06     9.279720e-08     2.163669e+02     3.290537e-11     -6.117023e-14    4.713540e-14     8.128403e-15     6.025152e-15     -1.768092e-15    1.058630e-15     1.270883e-16     1.221800e-16     -1.243817e-16    -6.527561e-17    1.271047e-16     -2.392371e-16    -1.495696e-14    -1.088122e-15    -1.016715e-14    -9.429637e-15    -3.327496e-14    -3.083616e-14    1.296422e+02     -1.682956e-12    
1.064597e-01     6.099071e+00     6.100000e+00     8.900000e+01     4.844511e+00     2.196104e-02     -4.844510e+00    2.195948e-02     -4.680050e+00    9.616532e-04     4.680051e+00     9.596237e-04     1.971489e+00     2.987031e-05     -1.971489e+00    2.985540e-05     6.682389e-07     3.014690e-06     -1.301960e+02    3.543401e-11     2.166685e+02     7.291913e-12     1.481567e-15     1.317238e-14     2.582561e-14     1.309140e-14     -1.224965e-14    1.304532e-14     1.238146e-14     1.037344e-14     1.123841e-13     9.958142e-15     -3.774212e-17    4.334595e-16     2.084029e-16     1.359658e-16     2.173205e-16     -4.412913e-16    -2.165213e-14    -5.519334e-15    
1.082049e-01     6.199056e+00     6.200000e+00     8.900000e+01     -4.853830e+00    3.353863e-02     4.853830e+00     3.353561e-02     1.970649e+00     2.844763e-05     -1.970649e+00    2.840525e-05     5.800683e-06     2.109406e-08     1.773195e+02     1.239693e-09     -1.773195e+02    1.180498e-09     -1.541033e-14    9.932755e-14     -6.142582e-15    9.177964e-15     -7.158968e-17    4.738623e-15     3.969855e-15     4.129716e-15     -1.337574e-17    7.251101e-16     -4.197633e-15    5.484515e-16     5.594166e-16     -8.687326e-17    -9.412622e-16    -5.427393e-16    -9.638944e-15    -1.215054e-14    -2.169776e+02    -2.493733e-11    -1.307518e+02    -5.728728e-11    
1.099502e-01     6.299040e+00     6.300000e+00     8.900000e+01     4.871443e+00     4.270214e-02     -4.871445e+00    4.269841e-02     -1.969797e+00    2.722601e-05     1.969797e+00     2.721316e-05     7.029832e-06     3.744497e-07     -1.781176e+02    1.838080e-09     -1.313094e+02    2.010731e-10     1.781176e+02     3.772024e-11     2.172942e+02     3.395561e-11     -8.617775e-15    2.128208e-14     5.110429e-15     5.090455e-15     -8.301724e-15    5.429261e-16     1.455856e-15     -3.593442e-16    4.024917e-16     -4.145233e-16    -2.696756e-16    -7.512756e-16    -3.270701e-15    -1.458262e-15    4.960492e-15     -9.212780e-15    1.879332e-14     -1.920289e-14    
1.116954e-01     6.399025e+00     6.400000e+00     8.900000e+01     4.895986e+00     4.617579e-02     -4.895987e+00    4.617303e-02     -1.968932e+00    2.615372e-05     1.968932e+00     2.614928e-05     5.867451e-07     7.075325e-07     1.789249e+02     1.372049e-09     -1.789249e+02    1.341466e-09     8.079647e-13     9.704110e-14     -1.596429e-14    7.626053e-15     -1.631477e-14    1.622048e-15     -7.618969e-18    3.382609e-16     3.591647e-16     -5.089391e-16    1.705136e-15     -6.398677e-16    -3.713176e-15    -1.378485e-15    8.916095e-15     -1.896836e-15    -2.012388e-16    -4.065540e-15    -2.176186e+02    -2.916157e-11    2.176186e+02     -6.150746e-11    
1.134406e-01     6.499010e+00     6.500000e+00     8.900000e+01     4.926457e+00     4.389795e-02     -4.926454e+00    4.389656e-02     1.968054e+00     2.525263e-05     -1.968054e+00    2.520218e-05     4.614582e-06     1.860627e-06     1.324287e+02     6.977050e-11     2.179507e+02     2.042478e-11     -1.634583e-15    9.696596e-15     1.169127e-14     8.302912e-15     -1.430662e-15    7.990510e-16     9.691931e-16     3.555702e-16     -1.174621e-16    1.602599e-16     -7.366077e-15    -1.636431e-15    2.415420e-14     -7.600909e-15    -2.253891e-15    -8.312625e-15    7.071640e-15     -2.012934e-14    -2.179507e+02    -3.251960e-11    -1.324287e+02    -3.947688e-10    
1.151859e-01     6.598995e+00     6.600000e+00     8.900000e+01     -4.963390e+00    3.888007e-02     4.963387e+00     3.887727e-02     1.967165e+00     2.434486e-05     -1.967165e+00    2.433884e-05     1.020318e-07     3.031537e-06     1.805663e+02     1.349944e-09     -2.182908e+02    4.154545e-11     5.524228e-15     5.127188e-15     2.885745e-17     6.904891e-16     -6.450967e-16    -1.327853e-16    -9.497319e-16    -1.213854e-15    -9.893956e-15    -4.849050e-15    1.037383e-14     -1.106223e-14    -7.293085e-15    -1.253477e-14    -7.424183e-14    -1.286421e-14    -2.345924e-14    -1.706317e-14    2.182908e+02     -4.681606e-12    1.329899e+02     -6.418067e-11    
1.169311e-01     6.698980e+00     6.700000e+00     8.900000e+01     -5.004809e+00    3.580026e-02     5.004806e+00     3.579724e-02     1.966263e+00     2.353895e-05     -1.966263e+00    2.352793e-05     5.168225e-06     2.100606e-08     -2.186389e+02    2.617153e-11     2.319395e-15     4.689841e-15     3.211810e-17     5.702802e-16     1.840558e-16     1.421239e-16     -5.082944e-16    -3.133574e-16    1.831050e-15     -5.642849e-16    -1.034944e-14    -5.133989e-15    -4.251811e-14    -6.435841e-15    5.443110e-15     -1.229478e-14    -6.596103e-14    -7.645924e-14    1.814002e+02     -1.122272e-10    2.186389e+02     -1.307890e-10    1.335518e+02     -2.091897e-10    
1.186764e-01     6.798964e+00     6.800000e+00     8.900000e+01     -5.045950e+00    3.651508e-02     5.045949e+00     3.651042e-02     -1.965349e+00    2.274588e-05     1.965349e+00     2.271284e-05     5.182716e-06     4.380458e-07     -1.822428e+02    3.577195e-09     1.822428e+02     3.377062e-09     -1.341140e+02    3.011004e-10     -2.189952e+02    2.840922e-11     -1.270021e-14    3.071530e-14     1.919889e-15     2.541225e-15     2.312177e-14     1.810192e-15     -2.688881e-16    2.705599e-16     -5.815527e-16    -7.571839e-17    4.874132e-16     -6.637380e-16    4.368011e-14     -4.396898e-15    -5.359200e-15    -9.528093e-15    1.573849e-13     -1.363753e-14    
1.204216e-01     6.898949e+00     6.900000e+00     8.900000e+01     5.083278e+00     3.902118e-02     -5.083278e+00    3.901888e-02     1.964424e+00     2.198347e-05     -1.964424e+00    2.197426e-05     -6.034594e-06    3.023897e-07     1.830940e+02     1.650439e-09     -1.346763e+02    1.226983e-10     -2.193597e+02    7.477291e-11     3.950451e-15     9.174185e-15     1.212714e-14     6.840736e-15     3.130351e-15     2.194856e-15     -4.093651e-16    3.460283e-16     3.538746e-16     2.230276e-16     2.666687e-17     -4.692552e-16    -4.813719e-15    -1.298221e-14    2.966730e-14     -1.302312e-14    -5.829489e-15    -3.517554e-14    2.193597e+02     -9.052611e-12    
1.221668e-01     6.998934e+00     7.000000e+00     8.900000e+01     -5.115620e+00    4.025649e-02     5.115623e+00     4.025418e-02     1.963486e+00     2.127113e-05     -1.963486e+00    2.122759e-05     4.594840e-07     3.981072e-06     -1.352384e+02    2.620447e-10     1.352384e+02     1.435383e-10     2.197326e+02     6.068399e-11     2.309596e-14     2.474387e-14     -2.166449e-14    1.157178e-14     -1.097532e-14    9.185451e-15     6.560393e-15     3.708092e-15     2.305410e-15     5.149272e-16     3.619982e-16     2.757324e-16     -5.296085e-16    1.938931e-16     6.318158e-17     -8.590977e-16    1.261534e-14     -4.042633e-15    -2.197326e+02    -1.057491e-11    
1.239121e-01     7.098919e+00     7.100000e+00     8.900000e+01     5.143892e+00     3.820945e-02     -5.143891e+00    3.820876e-02     1.962537e+00     2.058330e-05     -1.962537e+00    2.052675e-05     2.955422e-06     2.636735e-06     -1.848214e+02    2.035810e-09     1.848214e+02     1.115450e-09     2.201140e+02     1.380874e-10     1.358001e+02     6.340480e-11     -1.969553e-14    1.511558e-14     2.222492e-14     1.227031e-14     1.050057e-16     3.208235e-16     -4.108584e-16    1.813459e-16     4.779740e-16     -2.154126e-17    1.143202e-14     -2.572064e-15    -6.735146e-15    -6.609088e-15    -2.118382e-14    -1.580300e-14    3.393739e-15     -3.416148e-14    
1.256573e-01     7.198903e+00     7.200000e+00     8.900000e+01     5.168475e+00     3.241910e-02     -5.168476e+00    3.241822e-02     -1.961577e+00    1.984452e-05     1.961577e+00     1.982572e-05     6.868514e-08     4.724529e-06     -1.856975e+02    1.400770e-09     1.856975e+02     7.300360e-10     1.564288e-14     3.013648e-14     -6.140573e-15    6.045857e-15     3.883817e-15     5.159952e-15     -8.251453e-17    7.345923e-16     7.701230e-16     5.656729e-16     2.221971e-16     -6.606858e-16    -1.022295e-15    -2.401061e-15    -9.299200e-15    -1.060668e-14    2.399260e-14     -1.271007e-14    -2.205041e+02    -2.940746e-11    2.205041e+02     -8.930271e-11    
1.274026e-01     7.298888e+00     7.300000e+00     8.900000e+01     -5.188829e+00    2.316787e-02     5.188828e+00     2.316530e-02     -1.960604e+00    1.920298e-05     1.960604e+00     1.919182e-05     -1.987389e-07    9.709659e-07     -1.865816e+02    2.090058e-09     -1.369212e+02    8.027418e-11     2.203022e-13     2.158137e-13     7.813692e-15     2.993628e-14     3.392462e-16     3.272840e-15     -4.419431e-17    4.255707e-16     -6.103884e-16    1.441157e-16     9.822493e-17     -4.513183e-16    6.057269e-15     -2.312821e-15    2.211277e-14     -2.477098e-15    -7.246326e-14    -1.478075e-14    2.209029e+02     -3.225872e-12    -2.209029e+02    -1.911495e-11    
1.291478e-01     7.398873e+00     7.400000e+00     8.900000e+01     -5.204167e+00    1.187581e-02     5.204169e+00     1.187542e-02     -1.959621e+00    1.854651e-05     1.959621e+00     1.854022e-05     -4.952209e-07    3.476409e-06     -1.874737e+02    1.198449e-09     1.874737e+02     1.564850e-12     1.590293e-15     1.147905e-14     -3.193610e-14    9.248152e-15     -1.644245e-14    3.093673e-15     5.049994e-16     2.136491e-16     -6.874835e-16    1.580162e-17     1.685274e-17     -3.512952e-16    2.075552e-15     -9.761481e-16    -5.570137e-15    -3.900550e-15    2.830197e-14     -4.156152e-14    -2.213105e+02    -6.581531e-11    2.213105e+02     -6.801733e-11    
1.308930e-01     7.498858e+00     7.500000e+00     8.900000e+01     -5.214872e+00    7.250335e-04     5.214873e+00     7.245181e-04     1.958626e+00     1.797461e-05     -1.958626e+00    1.795319e-05     -2.860186e-06    9.266542e-07     1.380374e+02     4.770916e-11     3.647050e-14     2.429653e-14     -3.446609e-15    1.287609e-14     -1.798633e-14    4.142190e-15     7.136521e-16     1.061995e-15     5.396288e-16     3.943831e-16     2.984585e-16     -2.745671e-16    -5.514770e-16    -8.337579e-16    8.240885e-15     -7.588764e-15    -7.363523e-15    -1.702517e-14    -2.217270e+02    -2.665962e-11    2.217270e+02     -6.527510e-11    -1.380374e+02    -2.069936e-10    
1.326383e-01     7.598842e+00     7.600000e+00     8.900000e+01     5.406589e+00     9.493635e-04     -5.406590e+00    9.491218e-04     -1.957621e+00    1.741072e-05     1.957621e+00     1.740481e-05     -4.271772e-07    3.609689e-06     2.026826e-14     2.337582e-14     -2.088412e-15    6.276958e-15     6.241579e-16     8.058338e-16     2.880585e-16     1.247125e-16     -2.944835e-16    -1.628145e-16    3.967758e-16     -4.105386e-16    -6.340045e-15    -1.484441e-15    1.707933e-15     -1.096753e-14    -5.679005e-14    -5.472310e-14    2.221526e+02     -5.403422e-11    -2.221526e+02    -5.483685e-11    1.385931e+02     -1.462096e-10    -1.385931e+02    -4.144477e-10    
1.343835e-01     7.698827e+00     7.700000e+00     8.900000e+01     -5.439402e+00    5.734290e-04     5.439400e+00     5.733529e-04     -1.956604e+00    1.686931e-05     1.956604e+00     1.685864e-05     1.263863e-06     3.757212e-06     2.225874e+02     6.568401e-12     7.311489e-15     2.044584e-14     1.553838e-15     2.726148e-15     2.392856e-16     9.152245e-16     -1.160963e-15    7.413754e-17     -3.962056e-16    -2.086210e-16    -2.801950e-16    -6.511714e-16    9.506918e-15     -1.508557e-15    -4.464633e-15    -4.033134e-15    2.526194e-14     -5.000225e-15    1.391468e+02     -1.483644e-11    -2.225874e+02    -8.984609e-11    -1.391468e+02    -3.686027e-10    
1.361288e-01     7.798812e+00     7.800000e+00     8.900000e+01     -5.473840e+00    1.832591e-04     5.473841e+00     1.819784e-04     1.955576e+00     1.633141e-05     -1.955576e+00    1.633045e-05     1.545906e-06     1.869392e-06     1.911195e+02     2.576928e-09     -1.911195e+02    1.129347e-09     -2.230315e+02    7.525378e-11     5.546839e-14     2.374999e-14     -2.628065e-15    6.984124e-15     2.799842e-14     5.614893e-15     1.255967e-15     3.800516e-16     -3.606156e-16    -2.503349e-16    -1.316498e-15    -4.802295e-16    -4.624295e-16    -8.217553e-16    -6.327317e-15    -1.219138e-14    -2.126089e-14    -1.352919e-14    -1.396984e+02    -8.672603e-11    
1.378740e-01     7.898797e+00     7.900000e+00     8.900000e+01     -5.508227e+00    1.344412e-04     5.508228e+00     1.316625e-04     -1.954537e+00    1.587592e-05     1.954537e+00     1.584621e-05     -3.169029e-07    5.013141e-06     1.920497e+02     1.504765e-09     1.402476e+02     4.567768e-10     -5.851950e-15    1.718523e-14     -9.005265e-15    4.322833e-15     -1.580684e-14    1.236498e-15     -1.124663e-15    6.940499e-17     1.290241e-16     -9.029143e-17    -1.304130e-16    -1.052833e-16    1.005462e-16     -4.804061e-16    3.843416e-15     -3.495052e-15    -2.278322e-15    -1.524521e-14    2.234849e+02     -1.389562e-11    -1.402476e+02    -2.183634e-11    
