Below are the first nkwall=min(nw,4*S+6)=18 solutions from BO, sorted by imag part, at 24-Dec-2024 15:24:00
kz[kn]           kx[kn]           k[kn]            theta[deg]       Re(omega1[wn])   Im(omega1[wn])   Re(omega2[wn])   Im(omega2[wn])   Re(omega3[wn])   Im(omega3[wn])   Re(omega4[wn])   Im(omega4[wn])   Re(omega5[wn])   Im(omega5[wn])   Re(omega6[wn])   Im(omega6[wn])   Re(omega7[wn])   Im(omega7[wn])   Re(omega8[wn])   Im(omega8[wn])   Re(omega9[wn])   Im(omega9[wn])   Re(omega10[wn])  Im(omega10[wn])  Re(omega11[wn])  Im(omega11[wn])  Re(omega12[wn])  Im(omega12[wn])  Re(omega13[wn])  Im(omega13[wn])  Re(omega14[wn])  Im(omega14[wn])  Re(omega15[wn])  Im(omega15[wn])  Re(omega16[wn])  Im(omega16[wn])  Re(omega17[wn])  Im(omega17[wn])  Re(omega18[wn])  Im(omega18[wn])  
4.385084e-02     5.024809e+00     5.025000e+00     8.950000e+01     7.003066e+00     9.200853e-06     -7.003066e+00    9.200813e-06     1.990599e+00     1.656056e-07     -1.990599e+00    1.656015e-07     -4.893713e+00    1.078671e-07     4.893713e+00     1.078570e-07     3.467694e-12     1.209061e-12     2.413610e-14     9.528007e-15     -6.038412e-16    1.073077e-15     8.530075e-16     -6.452198e-16    1.723586e-14     -1.217001e-14    -2.074606e-12    -5.570407e-13    8.486771e-14     -5.691412e-13    -6.984212e-13    -9.558558e-13    -4.631720e-07    -3.001833e-11    4.624552e-07     -5.343519e-11    7.179561e-10     -6.399672e-11    -4.388908e+03    -1.250913e-10    
4.406900e-02     5.049808e+00     5.050000e+00     8.950000e+01     7.003196e+00     1.011907e-05     -7.003196e+00    1.011902e-05     4.913509e+00     2.814447e-07     -4.913509e+00    2.814192e-07     -1.990524e+00    1.501353e-07     1.990524e+00     1.501254e-07     -4.693560e-07    5.989125e-11     4.699391e-07     2.858596e-11     4.089634e-13     2.125957e-12     3.489286e-14     5.503694e-14     1.213972e-15     1.156927e-15     -3.455603e-16    4.402189e-16     -6.970086e-14    -1.328210e-14    -5.120505e-13    -1.202310e-13    1.453980e-12     -1.115275e-12    -2.989957e-12    -3.170659e-12    4.388911e+03     -1.301183e-10    -4.388911e+03    -1.318948e-10    
4.428717e-02     5.074807e+00     5.075000e+00     8.950000e+01     7.003331e+00     1.061148e-05     -7.003331e+00    1.061147e-05     4.932043e+00     6.257120e-07     -4.932043e+00    6.256818e-07     -1.990449e+00    1.349155e-07     1.990449e+00     1.349132e-07     -3.312926e-10    7.425335e-10     -3.714335e-13    9.315615e-13     -6.675717e-13    3.084374e-13     -3.692018e-14    1.897418e-14     5.031740e-13     1.250730e-14     -2.652035e-17    2.020629e-16     -1.721247e-15    -1.922587e-16    7.215398e-14     -1.703930e-13    -4.052573e-12    -1.723545e-13    -4.388915e+03    -1.286261e-10    4.388915e+03     -1.315209e-10    -7.309062e+02    -3.127174e-10    
4.450533e-02     5.099806e+00     5.100000e+00     8.950000e+01     7.003471e+00     1.075660e-05     -7.003471e+00    1.075659e-05     -4.948778e+00    1.335557e-06     4.948778e+00     1.335522e-06     1.990374e+00     1.199039e-07     -1.990374e+00    1.199030e-07     -3.448117e-12    1.749232e-12     4.094089e-12     1.458481e-12     1.232068e-14     1.399387e-13     2.432135e-14     1.609768e-14     -2.538523e-15    9.889403e-15     7.131616e-16     -1.918335e-16    -9.189745e-16    -2.168610e-15    6.519882e-13     -9.432624e-13    2.751089e-10     -2.962372e-11    4.665296e-07     -5.823042e-11    -4.668010e-07    -5.839603e-11    4.388918e+03     -1.270215e-10    
4.472349e-02     5.124805e+00     5.125000e+00     8.950000e+01     -7.003616e+00    1.062670e-05     7.003616e+00     1.062667e-05     -4.963112e+00    2.814837e-06     4.963112e+00     2.814795e-06     1.990300e+00     1.050734e-07     -1.990300e+00    1.050629e-07     4.653838e-07     1.422712e-10     -4.662716e-07    1.144122e-10     1.380102e-12     1.087486e-12     1.048670e-13     4.366444e-13     1.248570e-14     2.061285e-14     -1.080158e-15    1.878549e-16     9.221192e-16     -1.088499e-15    8.249277e-15     -1.435836e-13    -4.850759e-13    -5.226408e-13    -1.209044e-11    -4.473181e-12    -4.388922e+03    -1.334479e-10    4.388922e+03     -1.357892e-10    
4.494166e-02     5.149804e+00     5.150000e+00     8.950000e+01     7.003766e+00     1.028636e-05     -7.003766e+00    1.028635e-05     4.974631e+00     5.809054e-06     -4.974631e+00    5.809032e-06     1.990225e+00     9.033673e-08     -1.990225e+00    9.032682e-08     -3.157326e-10    4.414728e-10     2.130387e-13     2.211721e-12     2.360999e-13     1.204123e-13     7.210067e-15     1.650920e-14     -5.514018e-14    6.742893e-15     2.874835e-15     3.168109e-16     -3.506098e-16    -1.292684e-15    3.320855e-14     -3.903391e-14    1.106623e-12     -1.775063e-12    4.388925e+03     -1.397280e-10    -4.388925e+03    -1.428354e-10    -4.803656e-07    -2.692479e-10    
4.515982e-02     5.174803e+00     5.175000e+00     8.950000e+01     -4.983376e+00    1.131626e-05     4.983376e+00     1.131614e-05     -7.003921e+00    9.791721e-06     7.003921e+00     9.791656e-06     -1.990150e+00    7.569589e-08     1.990150e+00     7.567115e-08     4.795997e-07     1.711207e-10     -4.798223e-07    1.616150e-10     3.160866e-12     5.448067e-13     5.045910e-13     4.262488e-14     8.587338e-16     2.461309e-16     -2.488342e-16    -8.987582e-16    1.309128e-14     -1.621513e-14    1.278730e-13     -3.962964e-14    3.336876e-13     -9.018565e-13    7.021561e-13     -1.372672e-12    -4.388929e+03    -1.393782e-10    4.388929e+03     -1.395635e-10    
4.537798e-02     5.199802e+00     5.200000e+00     8.950000e+01     -4.989829e+00    1.664953e-05     4.989829e+00     1.664942e-05     -7.004081e+00    9.190170e-06     7.004081e+00     9.190146e-06     -1.990075e+00    6.107207e-08     1.990075e+00     6.105752e-08     -4.770764e-07    5.101872e-10     4.777448e-07     4.577698e-10     2.025415e-12     2.618891e-12     -2.178330e-12    9.489524e-13     1.281021e-13     1.464575e-13     -6.186250e-14    7.443235e-14     -2.005405e-15    5.068057e-16     8.149455e-16     1.974030e-16     -2.164494e-15    -5.153464e-15    2.137557e-12     -2.344188e-12    -4.388932e+03    -1.388545e-10    4.388932e+03     -1.409350e-10    
4.559615e-02     5.224801e+00     5.225000e+00     8.950000e+01     -7.004246e+00    8.520720e-06     7.004246e+00     8.520673e-06     -1.989999e+00    4.645936e-08     1.989999e+00     4.645085e-08     -4.759865e-07    1.989601e-10     4.771097e-07     1.833497e-10     -7.581221e-13    2.342015e-14     3.255358e-17     5.641838e-16     -1.432040e-14    7.924368e-17     -1.590485e-15    -8.373814e-16    -3.351325e-14    -1.596583e-13    2.495324e-13     -2.758529e-13    1.497860e-12     -1.144025e-12    4.432837e-13     -1.635266e-12    4.388936e+03     -1.387602e-10    -4.388936e+03    -1.434942e-10    7.316837e+02     -3.595258e-10    -7.316837e+02    -3.638717e-10    
4.581431e-02     5.249800e+00     5.250000e+00     8.950000e+01     4.998227e+00     1.364901e-03     -4.998227e+00    1.364901e-03     7.004415e+00     7.814690e-06     -7.004415e+00    7.814671e-06     1.989924e+00     3.180343e-08     -1.989924e+00    3.180089e-08     6.325165e-12     7.845596e-12     2.950797e-13     7.924130e-13     -8.754380e-15    6.217948e-15     -8.749185e-16    4.642751e-16     1.233639e-15     -8.010921e-16    2.828211e-14     -1.015994e-14    -5.252391e-14    -6.724339e-14    1.386928e-12     -9.536778e-13    4.846389e-07     -3.148024e-12    1.012209e-09     -6.248058e-11    -4.856523e-07    -9.210886e-11    -4.388939e+03    -1.414730e-10    
4.603247e-02     5.274799e+00     5.275000e+00     8.950000e+01     4.999873e+00     1.358926e-03     -4.999873e+00    1.358926e-03     7.004589e+00     7.096440e-06     -7.004589e+00    7.096439e-06     1.989848e+00     1.709548e-08     -1.989848e+00    1.708728e-08     4.941853e-07     2.150555e-10     -4.931305e-07    2.132353e-10     1.102169e-12     3.819846e-12     -2.362394e-13    7.241131e-14     7.587307e-16     1.222188e-14     6.949426e-16     9.251504e-16     -1.022203e-17    -5.889703e-17    -3.762588e-14    -7.159932e-15    6.351908e-13     -6.757263e-13    -1.502692e-12    -2.042865e-12    4.388943e+03     -1.476755e-10    -4.388943e+03    -1.532335e-10    
4.625064e-02     5.299798e+00     5.300000e+00     8.950000e+01     5.001316e+00     1.203046e-03     -5.001316e+00    1.203046e-03     7.004768e+00     6.384390e-06     -7.004768e+00    6.384380e-06     4.005045e+00     5.253311e-08     -4.005045e+00    5.251517e-08     -1.989772e+00    2.271814e-09     1.989772e+00     2.265102e-09     -1.391658e-13    2.686946e-13     -2.036977e-13    2.293261e-14     8.401997e-15     2.291373e-15     -6.124475e-16    -1.747384e-17    5.181104e-15     -2.881833e-15    1.424336e-14     -1.248068e-13    -1.609657e-15    -2.391325e-13    5.350949e-12     -5.089414e-12    -4.830098e-07    -3.984302e-11    -5.811216e-10    -4.055042e-11    
4.646880e-02     5.324797e+00     5.325000e+00     8.950000e+01     5.002336e+00     6.815158e-04     -5.002336e+00    6.815157e-04     7.004951e+00     5.692037e-06     -7.004951e+00    5.691994e-06     -4.004960e+00    2.939552e-07     4.004960e+00     2.939471e-07     9.267441e-09     2.677153e-09     1.253367e-12     6.002207e-13     1.153020e-12     1.079396e-13     -1.467644e-13    8.305273e-14     -8.152204e-17    -2.479294e-17    1.210854e-15     -4.707419e-16    3.196537e-14     -4.407010e-15    -5.895869e-13    -5.779534e-13    3.250383e-12     -1.663855e-12    -4.388950e+03    -1.503905e-10    4.388950e+03     -1.510106e-10    7.322141e+02     -3.868799e-10    
4.668696e-02     5.349796e+00     5.350000e+00     8.950000e+01     -7.005138e+00    5.028705e-06     7.005138e+00     5.028688e-06     4.004868e+00     5.765049e-07     -4.004868e+00    5.764747e-07     6.429686e-10     5.285154e-10     -3.251245e-15    2.587505e-14     -1.991618e-15    1.829768e-15     6.312198e-16     1.460652e-15     -7.117813e-16    -9.067530e-16    -2.444981e-14    -1.050660e-13    5.269208e-13     -3.182632e-13    -2.173759e-12    -1.686866e-12    8.648137e-12     -2.704470e-12    -4.388954e+03    -1.458640e-10    4.388954e+03     -1.536162e-10    -4.962264e-07    -2.748232e-10    -7.323482e+02    -3.943544e-10    7.323482e+02     -4.019013e-10    
4.690513e-02     5.374795e+00     5.375000e+00     8.950000e+01     -7.005330e+00    4.400622e-06     7.005330e+00     4.400609e-06     4.004770e+00     9.060462e-07     -4.004770e+00    9.060392e-07     -1.094097e-10    1.365105e-10     4.380003e-12     1.729391e-12     3.589136e-14     1.204057e-12     -5.472933e-13    4.034214e-13     2.739226e-16     2.294251e-15     2.102598e-14     8.935087e-16     -1.190822e-15    4.795370e-16     -1.424879e-12    -1.355950e-13    -9.346280e-14    -5.189617e-13    -4.918470e-07    -1.399952e-10    4.919538e-07     -1.495615e-10    4.388957e+03     -1.553412e-10    -4.388957e+03    -1.567646e-10    -7.324830e+02    -4.080259e-10    
4.712329e-02     5.399794e+00     5.400000e+00     8.950000e+01     -7.005526e+00    3.811354e-06     7.005526e+00     3.811349e-06     4.004666e+00     1.287912e-06     -4.004666e+00    1.287881e-06     -5.056517e-07    1.500341e-11     9.212838e-12     6.608943e-12     -3.856280e-13    3.360004e-13     -1.431039e-14    8.753071e-15     8.730916e-17     -2.309074e-16    -1.098188e-15    -1.480856e-15    -4.219281e-13    -6.813711e-15    -1.812111e-12    -3.147570e-13    -1.748604e-12    -1.836230e-12    5.052178e-07     -1.765483e-11    4.388961e+03     -1.549525e-10    -4.388961e+03    -1.557657e-10    4.300068e-10     -1.629404e-10    7.326183e+02     -4.105247e-10    
4.734146e-02     5.424793e+00     5.425000e+00     8.950000e+01     7.005725e+00     3.262674e-06     -7.005725e+00    3.262658e-06     -4.004556e+00    1.726203e-06     4.004556e+00     1.726185e-06     -5.050618e-07    1.088058e-10     5.039775e-07     5.948450e-11     3.793530e-12     3.016018e-12     -6.517704e-15    4.345611e-13     1.123630e-16     7.730652e-16     5.948194e-17     -1.134270e-15    4.750658e-15     -4.151981e-15    1.014715e-13     -1.690005e-14    8.659210e-13     -5.978025e-13    2.342699e-12     -7.287010e-12    -4.388965e+03    -1.566671e-10    4.388965e+03     -1.668893e-10    1.084073e-09     -3.262403e-10    -7.327542e+02    -4.269181e-10    
4.755962e-02     5.449792e+00     5.450000e+00     8.950000e+01     -7.005929e+00    2.754696e-06     7.005929e+00     2.754668e-06     -4.004441e+00    2.222650e-06     4.004441e+00     2.222637e-06     -5.007766e+00    1.689443e-06     5.007766e+00     1.689406e-06     5.067037e-07     1.448242e-10     -5.069774e-07    6.996890e-11     -2.670747e-12    6.196096e-13     1.541802e-13     1.443845e-13     2.857676e-12     1.280981e-14     2.155441e-16     3.181937e-15     6.412947e-16     1.453614e-15     -9.967848e-16    -5.648080e-17    -1.062536e-12    -3.874774e-13    7.278954e-13     -7.356429e-13    4.388968e+03     -1.646268e-10    -4.388968e+03    -1.667379e-10    
4.777778e-02     5.474792e+00     5.475000e+00     8.950000e+01     5.008324e+00     2.903159e-06     -5.008324e+00    2.903139e-06     4.004322e+00     2.774971e-06     -4.004322e+00    2.774955e-06     -7.006136e+00    2.286726e-06     7.006136e+00     2.286700e-06     6.982320e-12     4.989841e-12     3.030510e-13     8.405708e-13     -3.631870e-13    3.967993e-13     2.755080e-13     2.075968e-13     1.437691e-15     8.172065e-16     -1.457184e-15    3.040596e-17     2.427757e-16     -2.862874e-16    -4.803331e-13    -6.376954e-13    -5.089935e-07    -1.608584e-11    5.094290e-07     -2.041944e-11    -4.332912e-10    -1.248760e-10    4.388972e+03     -1.641675e-10    
4.799595e-02     5.499791e+00     5.500000e+00     8.950000e+01     -4.004199e+00    3.374375e-06     4.004199e+00     3.374354e-06     -5.008803e+00    3.348086e-06     5.008803e+00     3.348081e-06     -7.006346e+00    1.857223e-06     7.006346e+00     1.857205e-06     3.280465e-13     1.071189e-12     7.403225e-10     6.717046e-13     1.335033e-12     1.852464e-13     -8.526757e-14    6.408872e-14     3.081405e-15     1.118089e-15     -5.790700e-16    -4.362467e-16    2.140549e-16     -6.576741e-16    6.505841e-13     -3.588465e-13    -2.267589e-12    -5.172808e-13    5.045412e-07     -2.389411e-11    -5.052814e-07    -1.345594e-10    -4.388976e+03    -1.596898e-10    
4.821411e-02     5.524790e+00     5.525000e+00     8.950000e+01     4.004072e+00     4.001876e-06     -4.004072e+00    4.001876e-06     5.009214e+00     3.441223e-06     -5.009214e+00    3.441209e-06     7.006559e+00     1.464190e-06     -7.006559e+00    1.464173e-06     5.236839e-07     3.924852e-11     -7.537616e-13    1.717166e-12     4.304806e-12     2.041640e-13     6.487495e-14     1.252752e-13     -1.352177e-13    3.624920e-14     4.294278e-16     6.925332e-16     -1.584708e-15    6.639376e-16     -2.682586e-16    -3.736275e-16    -2.607569e-12    -2.772895e-12    -5.233908e-07    -4.775781e-11    -2.929735e-10    -1.568382e-10    4.388980e+03     -1.661100e-10    
4.843227e-02     5.549789e+00     5.550000e+00     8.950000e+01     4.003943e+00     4.623664e-06     -4.003943e+00    4.623659e-06     -5.009569e+00    3.369130e-06     5.009569e+00     3.369111e-06     7.006775e+00     1.105302e-06     -7.006775e+00    1.105280e-06     3.107379e-10     2.117596e-10     3.276764e-13     6.456852e-12     -1.343449e-12    1.608308e-12     -9.426403e-14    6.446849e-13     2.986622e-16     1.031036e-15     -9.045528e-16    -2.977814e-16    9.657053e-16     -1.178546e-15    -3.903680e-13    -3.326981e-14    1.000876e-12     -1.050106e-12    -5.096631e-07    -1.525066e-10    4.388983e+03     -1.705588e-10    -4.388983e+03    -1.707780e-10    
4.865044e-02     5.574788e+00     5.575000e+00     8.950000e+01     -4.003811e+00    5.184415e-06     4.003811e+00     5.184384e-06     -5.009874e+00    3.220506e-06     5.009874e+00     3.220490e-06     7.006994e+00     7.781642e-07     -7.006994e+00    7.781169e-07     -6.124294e-11    4.169189e-10     5.262247e-13     1.454910e-12     -2.552183e-12    3.591120e-13     -1.153746e-15    1.018955e-15     3.458312e-16     8.136707e-16     1.396006e-15     -2.158813e-15    -5.275146e-14    -2.049094e-14    -2.171900e-13    -3.509992e-13    7.706352e-12     -3.335537e-12    -4.388987e+03    -1.684555e-10    4.388987e+03     -1.714435e-10    5.151094e-07     -2.747193e-10    
4.886860e-02     5.599787e+00     5.600000e+00     8.950000e+01     4.003677e+00     5.599192e-06     -4.003677e+00    5.599177e-06     -5.010135e+00    3.039052e-06     5.010135e+00     3.039049e-06     7.007215e+00     4.802111e-07     -7.007215e+00    4.801977e-07     -5.226942e-07    1.420653e-11     -2.776921e-12    1.710660e-12     -1.128338e-12    4.825251e-13     5.060533e-13     1.051154e-13     -1.693776e-13    5.875156e-14     3.313322e-16     5.742242e-16     -1.360274e-15    -4.287767e-16    8.220201e-16     -5.401412e-16    6.254840e-12     -4.029221e-12    1.169868e-10     -1.111801e-11    5.225700e-07     -1.634982e-10    -4.388991e+03    -1.732198e-10    
4.908676e-02     5.624786e+00     5.625000e+00     8.950000e+01     4.003541e+00     5.743959e-06     -4.003541e+00    5.743939e-06     5.010358e+00     2.847033e-06     -5.010358e+00    2.847007e-06     -7.007439e+00    2.090257e-07     7.007439e+00     2.090208e-07     -1.438163e-09    9.674077e-12     -9.188894e-12    1.217347e-12     -7.630998e-16    1.752406e-15     2.021136e-15     1.070022e-15     1.489961e-16     -7.363462e-17    -1.371365e-12    -1.700902e-13    -3.929985e-13    -2.445440e-13    6.044171e-13     -5.216161e-13    7.399160e-13     -2.017381e-12    -5.174064e-07    -7.966927e-11    5.188428e-07     -8.739074e-11    -4.388995e+03    -1.743606e-10    
4.930493e-02     5.649785e+00     5.650000e+00     8.950000e+01     4.003405e+00     5.445127e-06     -4.003405e+00    5.445121e-06     5.010546e+00     2.655424e-06     -5.010546e+00    2.655414e-06     -5.265980e-07    2.950024e-10     5.242076e-07     1.927378e-10     1.999874e-11     2.535295e-12     -1.131316e-13    2.128199e-12     7.719687e-13     6.113468e-13     7.322681e-16     1.502143e-15     -6.143684e-16    1.057414e-15     4.464602e-15     -2.790874e-15    -1.260688e-14    -5.850982e-14    -3.972539e-12    -1.406120e-12    -4.388999e+03    -1.819534e-10    4.388999e+03     -1.819775e-10    -7.340046e+02    -5.272807e-10    7.340046e+02     -5.291726e-10    
4.952309e-02     5.674784e+00     5.675000e+00     8.950000e+01     -4.003269e+00    4.469939e-06     4.003269e+00     4.469920e-06     5.010702e+00     2.469880e-06     -5.010702e+00    2.469859e-06     8.003051e+00     1.783457e-06     -8.003051e+00    1.783424e-06     -6.792478e-10    2.350183e-10     1.478396e-11     6.112667e-12     1.410653e-12     9.043031e-13     -1.057093e-13    7.563710e-14     -2.022899e-15    3.724610e-14     9.120383e-17     5.154526e-16     2.902091e-16     -7.788242e-16    3.669826e-15     -7.220716e-15    -4.640625e-13    -5.249304e-13    5.263649e-07     -1.790189e-10    -4.389002e+03    -1.824414e-10    4.389002e+03     -1.824640e-10    
4.974125e-02     5.699783e+00     5.700000e+00     8.950000e+01     8.003169e+00     4.959515e-06     -8.003169e+00    4.959497e-06     4.003133e+00     2.519512e-06     -4.003133e+00    2.519499e-06     5.010829e+00     2.292707e-06     -5.010829e+00    2.292697e-06     -1.837047e-11    4.060293e-10     -3.015864e-12    1.200812e-12     -1.312700e-12    1.385076e-14     3.861924e-16     6.629298e-16     -1.858073e-16    -1.746152e-15    -4.492780e-15    -4.775045e-15    -1.535021e-13    -3.259761e-14    -2.361177e-12    -2.952746e-12    2.885657e-12     -6.367667e-12    4.389006e+03     -1.865216e-10    -4.389006e+03    -1.866023e-10    5.266263e-07     -2.832706e-10    
4.995942e-02     5.724782e+00     5.725000e+00     8.950000e+01     8.003292e+00     7.445740e-06     -8.003292e+00    7.445740e-06     5.010930e+00     2.124817e-06     -5.010930e+00    2.124814e-06     5.228401e-07     3.324811e-10     -5.213161e-07    2.324029e-10     -3.375131e-12    7.699487e-12     2.374276e-13     3.976928e-13     8.175513e-16     1.051898e-15     -4.208339e-16    8.973275e-17     3.498005e-15     -4.975399e-17    -3.083656e-13    -1.832557e-13    1.092583e-11     -7.306307e-13    -9.280898e-14    -7.516151e-13    -4.389010e+03    -1.850317e-10    4.389010e+03     -1.872347e-10    7.344322e+02     -5.488696e-10    -7.344322e+02    -5.607944e-10    
5.017758e-02     5.749781e+00     5.750000e+00     8.950000e+01     8.003419e+00     9.314097e-06     -8.003419e+00    9.314097e-06     5.011005e+00     1.966184e-06     -5.011005e+00    1.966181e-06     -4.711514e-10    3.252836e-09     -1.014147e-12    1.978834e-12     -2.716548e-12    1.651930e-12     8.380305e-13     5.279123e-13     4.544079e-15     4.852851e-14     -9.815351e-16    4.168614e-15     3.844850e-16     1.059508e-15     -6.804707e-16    -1.031308e-15    -3.434077e-13    -5.677005e-13    4.389014e+03     -1.885311e-10    -4.389014e+03    -1.897253e-10    -7.345759e+02    -5.674644e-10    7.345759e+02     -5.708116e-10    5.246613e-07     -1.695336e-09    
5.039574e-02     5.774780e+00     5.775000e+00     8.950000e+01     8.003551e+00     1.063949e-05     -8.003551e+00    1.063945e-05     5.011058e+00     1.816375e-06     -5.011058e+00    1.816369e-06     -5.281293e-07    3.315453e-10     5.285555e-07     2.479656e-10     -1.936207e-12    1.655303e-12     6.548373e-13     6.814536e-13     -1.607157e-14    1.864718e-15     4.730297e-15     -1.368927e-16    1.348783e-16     -2.510103e-16    -1.488369e-14    -2.431629e-14    7.215490e-14     -2.897009e-13    -5.602917e-12    -3.083998e-12    4.389018e+03     -1.936048e-10    -4.389018e+03    -1.941527e-10    7.347202e+02     -5.794315e-10    -7.347202e+02    -5.795220e-10    
5.061391e-02     5.799779e+00     5.800000e+00     8.950000e+01     8.003687e+00     1.149704e-05     -8.003687e+00    1.149702e-05     -5.011089e+00    1.674676e-06     5.011089e+00     1.674653e-06     -5.347347e-07    9.719690e-10     5.338034e-07     9.316074e-10     -5.258225e-12    6.676185e-12     6.886943e-12     8.729073e-13     8.988031e-13     4.672136e-13     -1.175944e-14    6.130016e-15     4.130430e-14     2.269736e-15     9.097238e-16     1.125902e-16     1.822357e-16     -1.737752e-15    6.942401e-15     -2.169600e-14    -4.389022e+03    -1.944065e-10    4.389022e+03     -1.947309e-10    7.348651e+02     -5.935433e-10    -7.348651e+02    -5.943583e-10    
5.083207e-02     5.824778e+00     5.825000e+00     8.950000e+01     -8.003829e+00    1.196015e-05     8.003829e+00     1.196015e-05     5.011099e+00     1.540381e-06     -5.011099e+00    1.540368e-06     1.676638e-10     4.418954e-09     -6.122168e-13    2.186868e-13     4.994476e-13     1.892658e-13     1.446379e-14     7.439715e-15     1.611376e-15     2.366527e-17     -6.849702e-16    -1.546388e-15    1.691839e-14     -7.010558e-14    -6.506212e-12    -9.869573e-13    8.389489e-12     -7.026284e-12    -4.389026e+03    -1.979760e-10    4.389026e+03     -1.982052e-10    7.350106e+02     -6.049423e-10    -7.350106e+02    -6.051616e-10    -5.487069e-07    -2.294632e-09    
5.105023e-02     5.849777e+00     5.850000e+00     8.950000e+01     -8.003975e+00    1.209822e-05     8.003975e+00     1.209822e-05     5.011090e+00     1.412749e-06     -5.011090e+00    1.412735e-06     6.742787e-11     2.380060e-10     -1.827470e-12    4.820305e-13     9.807930e-14     1.379557e-13     -2.426829e-14    1.147460e-14     1.239914e-15     6.727395e-16     -8.727363e-16    6.457368e-16     1.469839e-14     -5.545231e-15    -2.298381e-11    -2.115477e-12    2.311427e-12     -5.715251e-12    5.370516e-07     -1.813974e-10    4.389030e+03     -2.019871e-10    -4.389030e+03    -2.064849e-10    -5.371204e-07    -2.192461e-10    7.351568e+02     -6.128324e-10    
5.126840e-02     5.874776e+00     5.875000e+00     8.950000e+01     8.004125e+00     1.197524e-05     -8.004125e+00    1.197523e-05     5.011063e+00     1.291089e-06     -5.011063e+00    1.291070e-06     -8.099761e-10    2.097125e-10     -1.034458e-11    6.536051e-12     -1.396711e-12    1.543270e-12     -5.788079e-14    5.912379e-13     3.992166e-14     1.998030e-14     8.000346e-16     7.687617e-16     -4.313038e-17    -6.543053e-16    -1.651271e-13    -3.054283e-13    -5.739815e-13    -1.036990e-12    -5.407068e-07    -1.611166e-10    -4.389034e+03    -2.000307e-10    4.389034e+03     -2.018374e-10    5.415177e-07     -2.167845e-10    -7.353035e+02    -6.241616e-10    
5.148656e-02     5.899775e+00     5.900000e+00     8.950000e+01     8.004280e+00     1.164855e-05     -8.004280e+00    1.164855e-05     -5.011018e+00    1.174763e-06     5.011018e+00     1.174736e-06     -3.903961e-10    1.407724e-09     -5.305035e-13    7.691768e-13     -2.298159e-14    2.711390e-13     2.422367e-16     -1.518207e-16    -7.517208e-16    -4.572365e-16    -6.375208e-15    -8.277828e-15    2.077743e-14     -2.153690e-14    5.091452e-12     -1.506903e-12    -1.246580e-13    -1.548886e-12    -4.389038e+03    -2.054788e-10    4.389038e+03     -2.091149e-10    7.354508e+02     -6.440062e-10    -7.354508e+02    -6.512752e-10    5.436011e-07     -7.738505e-10    
5.170472e-02     5.924774e+00     5.925000e+00     8.950000e+01     8.004440e+00     1.116865e-05     -8.004440e+00    1.116861e-05     -5.010957e+00    1.063225e-06     5.010957e+00     1.063197e-06     8.723988e-13     9.381680e-13     -1.822396e-12    9.170105e-14     -1.026432e-14    3.836451e-14     5.912603e-12     1.940078e-14     4.305992e-16     1.339975e-15     -1.332910e-15    -3.203148e-16    2.794762e-14     -2.778398e-14    1.628057e-11     -1.402265e-11    5.458112e-07     -1.435295e-11    -5.455108e-07    -6.295911e-11    -2.999108e-10    -8.987842e-11    4.389042e+03     -2.053798e-10    -4.389042e+03    -2.117011e-10    -7.355987e+02    -6.582347e-10    
5.192289e-02     5.949773e+00     5.950000e+00     8.950000e+01     8.004604e+00     1.057865e-05     -8.004604e+00    1.057864e-05     5.010880e+00     9.560304e-07     -5.010880e+00    9.560086e-07     5.514160e-07     3.597145e-10     -5.516464e-07    3.004641e-10     -5.677133e-12    2.865441e-12     -2.169052e-12    2.761966e-12     6.617547e-15     1.723182e-14     7.732087e-16     1.318894e-15     2.855312e-16     -7.719005e-16    8.123573e-15     -9.725645e-15    -2.687645e-13    -4.329670e-13    1.598963e-12     -1.765560e-12    4.389046e+03     -2.080268e-10    -4.389046e+03    -2.127027e-10    7.357472e+02     -6.684326e-10    -7.357472e+02    -6.724434e-10    
5.214105e-02     5.974772e+00     5.975000e+00     8.950000e+01     8.004772e+00     9.914740e-06     -8.004772e+00    9.914686e-06     5.010788e+00     8.528326e-07     -5.010788e+00    8.527888e-07     -1.096972e-09    5.594449e-10     -5.098681e-12    3.039195e-12     -2.933310e-13    2.538683e-13     -2.119226e-14    1.363029e-14     -1.386245e-15    1.913728e-15     -1.257420e-16    -1.782665e-15    1.027482e-12     -6.958907e-13    3.637676e-13     -1.208323e-12    2.584643e-12     -8.431737e-12    4.389050e+03     -2.117710e-10    -4.389050e+03    -2.145958e-10    -5.370182e-07    -3.018189e-10    5.381170e-07     -4.189028e-10    7.358963e+02     -6.813534e-10    
5.235921e-02     5.999772e+00     6.000000e+00     8.950000e+01     -8.004945e+00    9.206410e-06     8.004945e+00     9.206376e-06     -5.010681e+00    7.532785e-07     5.010681e+00     7.532732e-07     3.736154e-10     1.512250e-09     -3.302842e-12    4.299380e-12     6.331163e-13     8.634639e-13     -5.130164e-14    3.823978e-14     -1.524348e-15    1.385261e-15     1.019879e-16     -3.744693e-16    5.733283e-14     -7.366096e-14    4.050086e-13     -1.320737e-13    -8.589573e-12    -6.599826e-12    4.389054e+03     -2.152476e-10    -4.389054e+03    -2.196702e-10    -7.360459e+02    -6.877401e-10    7.360459e+02     -6.960336e-10    5.433650e-07     -8.176045e-10    
